Date,Time,Latitude,Longitude,Type,Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,ID,Source,Location Source,Magnitude Source,Status
01/16/1966,09:11:51,52.764,172.058,Earthquake,22.5,,,5.8,MW,,,,,,,ISCGEM850905,ISCGEM,ISCGEM,ISCGEM,Automatic
01/20/1966,01:44:47,37.883,138.151,Earthquake,10,,,5.8,MW,,,,,,,ISCGEM851021,ISCGEM,ISCGEM,ISCGEM,Automatic
01/22/1966,14:27:09,55.956,-153.942,Earthquake,20,,,6.2,MW,,,,,,,ISCGEM851097,ISCGEM,ISCGEM,ISCGEM,Automatic
01/24/1966,07:23:10,30.013,69.606,Earthquake,10,,,5.8,MW,,,,,,,ISCGEM851175,ISCGEM,ISCGEM,ISCGEM,Automatic
01/26/1966,01:00:14,-59.548,-26.465,Earthquake,60,,,5.6,MW,,,,,,,ISCGEM851232,ISCGEM,ISCGEM,ISCGEM,Automatic
01/28/1966,05:42:17,-17.114,168.559,Earthquake,10,,,6,MW,,,,,,,ISCGEM851301,ISCGEM,ISCGEM,ISCGEM,Automatic
01/28/1966,22:38:14,51.514,157.119,Earthquake,115.6,,,5.6,MW,,,,,,,ISCGEM851328,ISCGEM,ISCGEM,ISCGEM,Automatic
01/31/1966,14:01:24,-24.837,-64.413,Earthquake,25,,,5.7,MW,,,,,,,ISCGEMSUP851422,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
02/03/1966,05:48:11,0.211,123.555,Earthquake,158.6,,,5.7,MW,,,,,,,ISCGEM849825,ISCGEM,ISCGEM,ISCGEM,Automatic
02/03/1966,11:58:36,16.709,119.973,Earthquake,61.1,,,5.7,MW,,,,,,,ISCGEM849833,ISCGEM,ISCGEM,ISCGEM,Automatic
02/03/1966,17:57:42,24.13,121.966,Earthquake,25,,,5.8,MW,,,,,,,ISCGEM849843,ISCGEM,ISCGEM,ISCGEM,Automatic
02/04/1966,10:39:12,-15.899,167.914,Earthquake,180,,,6.4,MW,,,,,,,ISCGEM849861,ISCGEM,ISCGEM,ISCGEM,Automatic
02/05/1966,02:01:45,39.093,21.777,Earthquake,10,,,6.2,MW,,,,,,,ISCGEM849877,ISCGEM,ISCGEM,ISCGEM,Automatic
02/05/1966,15:12:31,26.246,103.187,Earthquake,10,,,6.4,MW,,,,,,,ISCGEM849911,ISCGEM,ISCGEM,ISCGEM,Automatic
02/05/1966,16:16:05,50.023,155.506,Earthquake,119.4,,,5.9,MW,,,,,,,ISCGEMSUP849913,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
02/07/1966,04:26:13,29.956,69.761,Earthquake,10,,,6.5,MW,,,,,,,ISCGEM849961,ISCGEM,ISCGEM,ISCGEM,Automatic
02/07/1966,23:06:36,30.276,70.041,Earthquake,10,,,6.5,MW,,,,,,,ISCGEM849991,ISCGEM,ISCGEM,ISCGEM,Automatic
02/09/1966,04:40:32,-56.79,-25.965,Earthquake,40,,,6.3,MW,,,,,,,ISCGEM850033,ISCGEM,ISCGEM,ISCGEM,Automatic
02/09/1966,07:18:50,-9.851,116.376,Earthquake,45,,,5.8,MW,,,,,,,ISCGEM850037,ISCGEM,ISCGEM,ISCGEM,Automatic
02/10/1966,05:29:15,31.193,142.001,Earthquake,35,,,5.8,MW,,,,,,,ISCGEM850066,ISCGEM,ISCGEM,ISCGEM,Automatic
02/10/1966,14:21:13,20.711,146.163,Earthquake,45.7,,,6.5,MW,,,,,,,ISCGEM850077,ISCGEM,ISCGEM,ISCGEM,Automatic
02/13/1966,06:36:01,-6.561,132.642,Earthquake,35,,,6,MW,,,,,,,ISCGEM850145,ISCGEM,ISCGEM,ISCGEM,Automatic
02/13/1966,10:44:40,26.12,103.222,Earthquake,10,,,5.9,MW,,,,,,,ISCGEM850150,ISCGEM,ISCGEM,ISCGEM,Automatic
02/16/1966,03:18:29,-17.67,168.021,Earthquake,35,,,6.6,MW,,,,,,,ISCGEM850227,ISCGEM,ISCGEM,ISCGEM,Automatic
02/17/1966,11:48:00,-32.265,78.866,Earthquake,15,,,6.6,MW,,,,,,,ISCGEM850269,ISCGEM,ISCGEM,ISCGEM,Automatic
02/17/1966,12:42:59,-32.233,78.999,Earthquake,15,,,5.7,MW,,,,,,,ISCGEM850271,ISCGEM,ISCGEM,ISCGEM,Automatic
02/18/1966,06:59:04,6.709,123.842,Earthquake,35,,,5.9,MW,,,,,,,ISCGEM850284,ISCGEM,ISCGEM,ISCGEM,Automatic
02/21/1966,00:22:29,-55.495,-27.079,Earthquake,15,,,6,MW,,,,,,,ISCGEM850356,ISCGEM,ISCGEM,ISCGEM,Automatic
02/21/1966,13:18:50,26.14,125.744,Earthquake,120,,,5.6,MW,,,,,,,ISCGEM850367,ISCGEM,ISCGEM,ISCGEM,Automatic
02/22/1966,05:02:39,-5.388,151.592,Earthquake,35,,,6.9,MW,,,,,,,ISCGEM850390,ISCGEM,ISCGEM,ISCGEM,Automatic
02/25/1966,22:50:48,-15.404,-172.843,Earthquake,20,,,6,MW,,,,,,,ISCGEM850482,ISCGEM,ISCGEM,ISCGEM,Automatic
02/26/1966,00:33:50,52.55,173.462,Earthquake,35,,,5.6,MW,,,,,,,ISCGEM850487,ISCGEM,ISCGEM,ISCGEM,Automatic
02/28/1966,02:02:13,43.691,139.738,Earthquake,217.6,,,5.6,MW,,,,,,,ISCGEM850544,ISCGEM,ISCGEM,ISCGEM,Automatic
02/28/1966,13:35:42,29.244,130.344,Earthquake,45,,,6,MW,,,,,,,ISCGEM850553,ISCGEM,ISCGEM,ISCGEM,Automatic
02/28/1966,21:38:54,-25.983,-70.328,Earthquake,64.7,,,5.7,MW,,,,,,,ISCGEM850562,ISCGEM,ISCGEM,ISCGEM,Automatic
03/03/1966,03:25:29,48.256,154.425,Earthquake,45.8,,,5.8,MW,,,,,,,ISCGEM848903,ISCGEM,ISCGEM,ISCGEM,Automatic
03/04/1966,23:58:56,-38.747,178.061,Earthquake,30,,,5.9,MW,,,,,,,ISCGEM848946,ISCGEM,ISCGEM,ISCGEM,Automatic
03/06/1966,02:10:56,31.525,80.487,Earthquake,20,,,6.7,MW,,,,,,,ISCGEM848978,ISCGEM,ISCGEM,ISCGEM,Automatic
03/06/1966,02:15:56,31.422,80.554,Earthquake,20,,,6.3,MW,,,,,,,ISCGEM848981,ISCGEM,ISCGEM,ISCGEM,Automatic
03/07/1966,21:29:19,37.156,114.875,Earthquake,25,,,6.5,MW,,,,,,,ISCGEM849021,ISCGEM,ISCGEM,ISCGEM,Automatic
03/08/1966,01:13:43,-13.696,166.555,Earthquake,35,,,6.2,MW,,,,,,,ISCGEM849028,ISCGEM,ISCGEM,ISCGEM,Automatic
03/08/1966,05:41:06,1.903,126.334,Earthquake,35,,,6.2,MW,,,,,,,ISCGEM849033,ISCGEM,ISCGEM,ISCGEM,Automatic
03/08/1966,06:00:07,1.742,126.337,Earthquake,35,,,5.6,MW,,,,,,,ISCGEM849034,ISCGEM,ISCGEM,ISCGEM,Automatic
03/08/1966,20:46:12,-19.991,-68.842,Earthquake,108.6,,,5.8,MW,,,,,,,ISCGEMSUP849053,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
03/12/1966,16:31:20,24.122,122.583,Earthquake,30,,,7.5,MW,,,,,,,ISCGEM849160,ISCGEM,ISCGEM,ISCGEM,Automatic
03/17/1966,15:50:33,-21.149,-179.093,Earthquake,625,,,6.7,MW,,,,,,,ISCGEM849341,ISCGEM,ISCGEM,ISCGEM,Automatic
03/19/1966,17:16:39,-52.655,19.709,Earthquake,10,,,5.6,MW,,,,,,,ISCGEM849390,ISCGEM,ISCGEM,ISCGEM,Automatic
03/20/1966,01:42:53,0.622,29.863,Earthquake,29.3,,,6.6,MW,,,,,,,ISCGEM849400,ISCGEM,ISCGEM,ISCGEM,Automatic
03/20/1966,09:04:25,-21.176,-174.429,Earthquake,25,,,5.6,MW,,,,,,,ISCGEM849416,ISCGEM,ISCGEM,ISCGEM,Automatic
03/22/1966,08:11:37,37.535,115.039,Earthquake,20,,,6.2,MW,,,,,,,ISCGEM849479,ISCGEM,ISCGEM,ISCGEM,Automatic
03/22/1966,08:19:36,37.545,115.061,Earthquake,20,,,6.8,MW,,,,,,,ISCGEM849480,ISCGEM,ISCGEM,ISCGEM,Automatic
03/23/1966,00:04:36,23.973,122.938,Earthquake,49.5,,,6.2,MW,,,,,,,ISCGEM849501,ISCGEM,ISCGEM,ISCGEM,Automatic
03/24/1966,08:27:51,-13.626,166.829,Earthquake,30,,,5.9,MW,,,,,,,ISCGEMSUP849541,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
03/26/1966,15:19:04,37.714,115.275,Earthquake,20,,,6,MW,,,,,,,ISCGEM849601,ISCGEM,ISCGEM,ISCGEM,Automatic
03/26/1966,18:14:22,37.798,115.096,Earthquake,20,,,5.9,MW,,,,,,,ISCGEM849603,ISCGEM,ISCGEM,ISCGEM,Automatic
03/27/1966,18:53:41,8.865,-83.467,Earthquake,25,,,5.7,MW,,,,,,,ISCGEM849641,ISCGEM,ISCGEM,ISCGEM,Automatic
03/29/1966,02:17:40,23.869,142.248,Earthquake,80,,,6,MW,,,,,,,ISCGEM849682,ISCGEM,ISCGEM,ISCGEM,Automatic
03/29/1966,06:12:00,37.464,115.127,Earthquake,20,,,6,MW,,,,,,,ISCGEM849686,ISCGEM,ISCGEM,ISCGEM,Automatic
04/03/1966,04:43:39,36.617,141.121,Earthquake,48.5,,,5.7,MW,,,,,,,ISCGEM848041,ISCGEM,ISCGEM,ISCGEM,Automatic
04/04/1966,06:42:13,12.01,92.483,Earthquake,10,,,5.8,MW,,,,,,,ISCGEM848084,ISCGEM,ISCGEM,ISCGEM,Automatic
04/06/1966,02:59:01,-45.685,96.003,Earthquake,10,,,6.3,MW,,,,,,,ISCGEM848136,ISCGEM,ISCGEM,ISCGEM,Automatic
04/06/1966,22:28:38,56.382,-154.604,Earthquake,26.2,,,5.6,MW,,,,,,,ISCGEM848162,ISCGEM,ISCGEM,ISCGEM,Automatic
04/07/1966,09:42:34,26.199,127.507,Earthquake,49.7,,,5.7,MW,,,,,,,ISCGEM848174,ISCGEM,ISCGEM,ISCGEM,Automatic
04/08/1966,01:46:46,51.301,157.703,Earthquake,46.6,,,6.2,MW,,,,,,,ISCGEM848199,ISCGEM,ISCGEM,ISCGEM,Automatic
04/09/1966,02:42:09,9.409,-84.282,Earthquake,25,,,5.8,MW,,,,,,,ISCGEM848237,ISCGEM,ISCGEM,ISCGEM,Automatic
04/09/1966,14:49:25,-14.074,166.724,Earthquake,55,,,5.7,MW,,,,,,,ISCGEM848256,ISCGEM,ISCGEM,ISCGEM,Automatic
04/10/1966,16:36:16,-31.452,-71.049,Earthquake,60.5,,,6.1,MW,,,,,,,ISCGEM848290,ISCGEM,ISCGEM,ISCGEM,Automatic
04/11/1966,17:17:30,18.113,-102.557,Earthquake,30,,,5.7,MW,,,,,,,ISCGEM848314,ISCGEM,ISCGEM,ISCGEM,Automatic
04/12/1966,23:37:42,-38.231,-72.695,Earthquake,35,,,6.3,MW,,,,,,,ISCGEM848349,ISCGEM,ISCGEM,ISCGEM,Automatic
04/13/1966,03:35:18,-38.194,-73.198,Earthquake,45,,,5.9,MW,,,,,,,ISCGEM848355,ISCGEM,ISCGEM,ISCGEM,Automatic
04/16/1966,01:27:14,56.896,-153.601,Earthquake,15,,,6.2,MW,,,,,,,ISCGEM848441,ISCGEM,ISCGEM,ISCGEM,Automatic
04/20/1966,16:26:19,18.82,147.221,Earthquake,25,,,6,MW,,,,,,,ISCGEM848572,ISCGEM,ISCGEM,ISCGEM,Automatic
04/20/1966,16:42:06,41.703,48.238,Earthquake,20,,,6,MW,,,,,,,ISCGEM848573,ISCGEM,ISCGEM,ISCGEM,Automatic
04/21/1966,15:45:21,35.581,142.171,Earthquake,10,,,6,MW,,,,,,,ISCGEM848596,ISCGEM,ISCGEM,ISCGEM,Automatic
04/21/1966,17:36:48,35.6,142.037,Earthquake,10.9,,,5.9,MW,,,,,,,ISCGEM848601,ISCGEM,ISCGEM,ISCGEM,Automatic
04/22/1966,03:06:35,-37.656,-73.428,Earthquake,21.4,,,5.9,MW,,,,,,,ISCGEM848610,ISCGEM,ISCGEM,ISCGEM,Automatic
04/22/1966,23:27:21,57.271,-152.483,Earthquake,20.9,,,5.8,MW,,,,,,,ISCGEM848633,ISCGEM,ISCGEM,ISCGEM,Automatic
04/23/1966,00:09:35,-0.711,122.191,Earthquake,20,,,6.5,MW,,,,,,,ISCGEM848634,ISCGEM,ISCGEM,ISCGEM,Automatic
